UCD_UCD_COD;UCD_ETA_COD;RSV_HOS_COD;PRE_HOS_COD;PHA_MED_PIH;UCD_SVP_COD;UCD_PSP_TOP;UCD_SPE_LIB;UCD_RCP_LI1;UCD_RCP_LI2;UCD_RCP_LI3;PHA_FRM_COD;PHA_FRM_LIB;PHA_FRC_COD;PHA_FRC_LIB;PHA_SUB_DOS;PHA_DOS_UNI;UCD_VOI_ADM;PHA_ATC_CLA;PHA_ATC_LIB;PHA_EPH_COD;PHA_EPH_LIB;UCD_INS_DTD;UCD_INS_DTF;UCD_LIS_TOP;INS_MTF_LIB
0000009368919;;;;;;;;;;;;;;;;;;;;;;23NOV2011:00:00:00;;1;
0000009368925;;;;;;;;;;;;;;;;;;;;;;23NOV2011:00:00:00;;1;
0000009368931;;;;;;;;;;;;;;;;;;;;;;23NOV2011:00:00:00;;1;
0000009368954;D;N;O;N;N;O;HALAVEN 0,88 MG SOL INJ FL 2ML;HALAVEN 0,44 mg/ml, solution injectable;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01XX41;ERIBULIN;L01X9;AUTRES ANTINEOPLASIQUES;23MAR2012:00:00:00;;2;
0000009368983;D;N;O;N;N;N;HIZENTRA 2000 MG SOL INJ;HIZENTRA 200 mg/ml, solution injectable sous-cutanee;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;23NOV2011:00:00:00;;3;
0000009369008;D;N;O;N;N;N;HIZENTRA 4000 MG SOL INJ;HIZENTRA 200 mg/ml, solution injectable sous-cutanee;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;23NOV2011:00:00:00;;3;
0000009369014;D;N;O;N;N;N;HIZENTRA 1000 MG SOL INJ;HIZENTRA 1000 mg/5 ml, solution injectable sous-cutanee;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;23NOV2011:00:00:00;;3;
0000009369126;S;N;N;N;O;O;RIBAVIRINE SDZ 200MG GELULE;RIBAVIRINE SANDOZ 200 mg, gelule;;;21;GELULE;64;NE PAS OUVRIR ORAL(E);;;;J05AP01;RIBAVIRINE;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;23NOV2011:00:00:00;;1;
0000009371726;D;N;O;N;O;O;IDARUBICINE MYL 1MG/ML SOL PERF 10ML;IDARUBICINE MYLAN 1 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB06;IDARUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;23NOV2011:00:00:00;03AUG2016:00:00:00;3;RADIATION
0000009371732;D;N;O;N;O;O;IDARUBICINE MYL 5 MG SOL PERF;IDARUBICINE MYLAN 1 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB06;IDARUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;23NOV2011:00:00:00;03AUG2016:00:00:00;3;RADIATION
0000009371778;;;;;;;;;;;;;;;;;;;;;;23NOV2011:00:00:00;03AUG2016:00:00:00;3;RADIATION
0000009372482;S;N;O;N;O;O;TOPOTECAN TEVA 4MG/4ML SOL PERF;Topotecan Teva 4 mg/4 ml solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XX17;TOPOTECAN;L01C9;AUTRES ANTICANCEREUX DERIVES DE PLANTES;23NOV2011:00:00:00;;1;
0000009372619;D;N;O;N;N;N;OCTAGAM 50 MG/ML INJ FL 500ML;OCTAGAM 50 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;25JAN2012:00:00:00;;1;
0000009372743;D;N;O;N;O;O;TEMOZOLOMIDE SUN 100MG GELULE;TEMOZOLOMIDE SUN 100 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;16FEB2012:00:00:00;;1;
0000009372766;D;N;O;N;O;O;TEMOZOLOMIDE SUN 140MG GELULE;TEMOZOLOMIDE SUN 140 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;16FEB2012:00:00:00;;1;
0000009372772;D;N;O;N;O;O;TEMOZOLOMIDE SUN 180MG GELULE;TEMOZOLOMIDE SUN 180 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;16FEB2012:00:00:00;;1;
0000009372789;D;N;O;N;O;O;TEMOZOLOMIDE SUN 20MG GELULE;TEMOZOLOMIDE SUN 20 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;16FEB2012:00:00:00;;1;
0000009372795;D;N;O;N;O;O;TEMOZOLOMIDE SUN 250MG GELULE;TEMOZOLOMIDE SUN 250 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;16FEB2012:00:00:00;;1;
0000009372803;D;N;O;N;O;O;TEMOZOLOMIDE SUN 5MG GELULE;TEMOZOLOMIDE SUN 5 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;16FEB2012:00:00:00;;1;
0000009373091;S;N;O;N;N;N;TMC 207 100MG CPR;TMC 207 100MG Comprime;;;15;COMPRIME;330;COMPRIME;;;;J04AK05;BEDAQUILINE;J04A1;ANTITUBERCULEUX, UNE SEULE SUBSTANCE ACTIVE;14MAR2014:00:00:00;31JAN2017:00:00:00;1;RADIATION
0000009373122;S;N;O;N;N;O;VICTRELIS 200MG GELULE;VICTRELIS 200 mg, gelule;;;21;GELULE;328;GELULE;;;;J05AP03;BOCEPREVIR;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;01AUG2012:00:00:00;;1;
0000009373346;D;N;N;N;O;O;RIBAVIRINE BGA 200MG CPR;RIBAVIRINE BIOGARAN 200 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AP01;RIBAVIRINE;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;31MAR2017:00:00:00;;1;
0000009373352;D;N;N;N;O;O;RIBAVIRINE BGA 400MG CPR;RIBAVIRINE BIOGARAN 400 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AP01;RIBAVIRINE;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;31MAR2017:00:00:00;;1;
0000009373381;D;N;N;N;O;O;RIBAVIRINE MYL 200MG CPR;RIBAVIRINE MYLAN 200 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AP01;RIBAVIRINE;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;05APR2012:00:00:00;;1;
0000009373398;D;N;N;N;O;O;RIBAVIRINE MYL 400MG CPR;RIBAVIRINE MYLAN 400 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AP01;RIBAVIRINE;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;05APR2012:00:00:00;;1;
0000009373576;D;N;N;O;O;O;GILENYA 0,5MG GELULE;GILENYA 0,5 mg, gelule;;;21;GELULE;328;GELULE;0.5000;MG;ORALE;L04AA27;FINGOLIMOD;L04A;IMMUNOSUPPRESSEUR;04JAN2012:00:00:00;;1;
0000009373599;D;N;N;O;N;N;REFACTO AF 3000UI PDR+SOL+SERG;REFACTO AF 3000 UI, poudre et solvant pour solution injectable en seringue preremplie;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;16FEB2012:00:00:00;;1;
0000009373636;D;N;N;O;N;N;REFACTO AF 1000UI PDR+SOL+SERG;REFACTO AF 1000 UI, poudre et solvant pour solution injectable en seringue preremplie;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;16FEB2012:00:00:00;;1;
0000009373642;D;N;N;O;N;N;REFACTO AF 2000UI INJ SRG+MAT;ReFacto AF 2000 UI poudre et solvant pour solution injectable en seringue preremplie.;;;44;POUDRE;315;POUDRE ET SOLVANT POUR SUSPENSION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;16FEB2012:00:00:00;;1;
0000009373659;D;N;N;O;N;N;REFACTO AF 500UI  PDR+SOL+SER;REFACTO AF 500 UI, poudre et solvant pour solution injectable en seringue preremplie;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;16FEB2012:00:00:00;;1;
0000009373671;D;N;O;N;N;N;ZUTECTRA 500UI INJ SRG 1ML;ZUTECTRA 500 UI, solution injectable en seringue preremplie;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BB04;IMMUNOGLOBULINE ANTI HEPATITE B;J06H4;IMMUNOGLOBULINES ANTI HEPATITE;04JAN2012:00:00:00;;1;
0000009373694;S;N;O;N;N;O;TAFAMIDIS MEGLUM 20MG CAPS;Tafamidis meglumine 20 mg, capsule molle;;;9;CAPSULE MOLLE;64;ORAL(E);20.0000;MG;ORALE;N07XX08;TAFAMIDIS;N07X;AUTRES MEDICAMENTS DU SNC;26AUG2011:00:00:00;;1;
0000009373725;D;N;O;N;N;N;FLEBOGAMMA DIF 10 G INJ FL 100ML;FLEBOGAMMA DIF 100 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;15FEB2012:00:00:00;;1;
0000009373731;D;N;O;N;N;N;FLEBOGAMMA DIF 20 G INJ FL 200ML;FLEBOGAMMA DIF 100 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;15FEB2012:00:00:00;;1;
0000009373748;D;N;O;N;N;N;FLEBOGAMMA DIF 5 G SOL INJ FL 50ML;FLEBOGAMMA DIF 100 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;15FEB2012:00:00:00;;1;
0000009374050;D;O;N;N;O;O;YERVOY 50MG SOL INJ PERF FL 10ML;YERVOY 5 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XC11;IPILIMUMAB;L01G;ANTICORPS MONOCLONAUX ANTICANCEREUX;08MAR2013:00:00:00;28FEB2018:00:00:00;2;RADIATION
0000009374067;D;O;N;N;O;O;YERVOY 200 MG SOL INJ PERF FL 40ML;YERVOY 5 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XC11;IPILIMUMAB;L01G;ANTICORPS MONOCLONAUX ANTICANCEREUX;08MAR2013:00:00:00;28FEB2018:00:00:00;2;RADIATION
0000009374682;S;N;N;O;N;O;PEGASYS 135 MICROG SOL STYLO;PEGASYS 135 microgrammes, solution injectable en sylo prerempli;;;48;SOLUTION;295;PEGYLEE SOLUTION INJECTABLE;;;;L03AB11;PEGINTERFERON ALFA-2A;L03B1;INTERFERONS, ALPHA;16FEB2012:00:00:00;;1;
0000009374699;S;N;N;O;N;O;PEGASYS 180 MICROG SOL INJ STYLO;PEGASYS 180 microgrammes, solution injectable en stylo prerempli;;;48;SOLUTION;295;PEGYLEE SOLUTION INJECTABLE;;;;L03AB11;PEGINTERFERON ALFA-2A;L03B1;INTERFERONS, ALPHA;16FEB2012:00:00:00;;1;
0000009375440;D;N;N;O;N;N;LAMIVUDINE /ZIDO TVC 150/300MG CPR;LAMIVUDINE/ZIDOVUDINE TEVA 150 mg/300 mg, comprime pellicule secable;;;15;COMPRIME;307;SECABLE COMPRIME PELLICULE BISECABLE;2.0000;UD;ORALE;J05AR01;ZIDOVUDINE ET LAMIVUDINE;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;20JUN2013:00:00:00;;1;
0000009375635;D;N;N;O;N;N;VIRAMUNE 100MG CPR LP;VIRAMUNE 100 mg comprimes a liberation prolongee;;;15;COMPRIME;306;NE PAS ECRASER COMPRIME A LIBERATION PRO;;;;J05AG01;NEVIRAPINE;J05C3;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDIQUES;10OCT2012:00:00:00;;1;
0000009375641;D;N;N;O;N;N;VIRAMUNE 400MG CPR LP;Viramune 400 mg comprimes a liberation prolongee;;;15;COMPRIME;306;NE PAS ECRASER COMPRIME A LIBERATION PRO;;;;J05AG01;NEVIRAPINE;J05C3;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDIQUES;10OCT2012:00:00:00;;1;
0000009377120;D;N;N;O;N;O;SIMPONI 50 MG INJ SRG;SIMPONI 50 mg, solution injectable en seringue preremplie;;;48;SOLUTION;295;SOLUTION INJECTABLE;1.6600;MG;INJECTABLE;L04AB06;GOLIMUMAB;L04B;MEDICAMENTS ANTI-TNF;29SEP2012:00:00:00;;2;
0000009377137;D;N;N;O;N;O;SIMPONI 50 MG INJ STYLO;SIMPONI 50 mg, solution injectable en stylo pre-rempli;;;48;SOLUTION;295;SOLUTION INJECTABLE;1.6600;MG;INJECTABLE;L04AB06;GOLIMUMAB;L04B;MEDICAMENTS ANTI-TNF;29SEP2012:00:00:00;;2;
0000009378088;D;N;O;N;O;O;OXALIPLATINE KBI 200 MG SOL INJ;OXALIPLATINE KABI 200 mg/40 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;11OCT2013:00:00:00;;1;
0000009378119;;;;;;;;;;;;;;;;;;;;;;30NOV2012:00:00:00;;1;
0000009378125;;;;;;;;;;;;;;;;;;;;;;30NOV2012:00:00:00;;1;
0000009378131;D;N;N;O;N;N;EVIPLERA 200/25/245MG CPR;EVIPLERA 200 mg/25 mg/245 mg comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE ORAL(E;;;;J05AR08;EMTRICITABINE, TENOFOVIR DISOPROXIL ET RILPIVIRINE;J05C9;AUTRES ANTIVIRAUX VIH;20SEP2012:00:00:00;;1;
0000009378496;;;;;;;;;;;;;;;;;;;;;;13JUN2012:00:00:00;;1;
0000009378504;D;N;O;N;O;O;POTACTASOL 4MG INJ FL;Potactasol 4 mg poudre pour solution a diluer pour perfusion;;;44;POUDRE;584;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L01XX17;TOPOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;13JUN2012:00:00:00;;1;
0000009379917;S;N;O;N;O;O;TOPOTECAN MDC 1MG/ML SOL PERF;TOPOTECAN MEDAC 1 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XX17;TOPOTECAN;L01C9;AUTRES ANTICANCEREUX DERIVES DE PLANTES;14DEC2012:00:00:00;26APR2017:00:00:00;1;RADIATION
0000009379946;S;N;O;N;O;O;TOPOTECAN MDC 4MG/4ML SOL PERF;TOPOTECAN MEDAC 1 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XX17;TOPOTECAN;L01C9;AUTRES ANTICANCEREUX DERIVES DE PLANTES;14DEC2012:00:00:00;26APR2017:00:00:00;1;RADIATION
0000009379975;D;N;O;N;O;O;GEMCITABINE ITA 200 MG INJ;GEMCITABINE INTAS 100 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;13JUN2012:00:00:00;;1;
0000009379981;D;N;O;N;O;O;GEMCITABINE ITA 1000 MG INJ;GEMCITABINE INTAS 100 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;13JUN2012:00:00:00;;1;
0000009379998;D;N;O;N;O;O;GEMCITABINE ITA 1 500 MG INJ;GEMCITABINE INTAS 100 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;13JUN2012:00:00:00;;1;
0000009380004;D;N;O;N;O;O;GEMCITABINE ITA 2 000 MG SOL INJ;GEMCITABINE INTAS 100 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;13JUN2012:00:00:00;;1;
0000009380470;D;N;O;O;N;N;INTELENCE 200 MG CPR;INTELENCE 200 mg comprime;;;15;COMPRIME;20;NE PAS ECRASER ORAL(E);;;;J05AG04;ETRAVIRINE;J05C3;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDIQUES;09AUG2012:00:00:00;;1;
0000009380607;;;;;;;;;;;;;;;;;;;;;;10AUG2012:00:00:00;;1;
0000009380613;D;N;O;N;O;O;DOXORUBICINE ARW 50 MG SOL INJ;DOXORUBICINE ARROW 50 MG/25 ML, SOLUTION POUR PERFUSION;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;10AUG2012:00:00:00;;1;
0000009380636;D;N;O;N;O;O;DOXORUBICINE ACT 200 MG INJ;DOXORUBICINE ACTAVIS 200 mg/100 ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;10AUG2012:00:00:00;;1;
0000009380642;D;N;N;N;N;N;MENVEO PDR ET SOL INJ;Menveo, poudre et solution pour solution pour injectable  Vaccin meningococcique des groupes A, C, W;-135 et Y conjugue;;44;POUDRE;567;POUDRE ET SOL POUR USAGE PARENTERAL;;;;J07AH08;MENINGOCOQUES, ANTIGENES POLYSACCHARIDIQUES TRETRAVALENTS PURIFIES CONJUGUES;J07A8;VACCINS ANTIMENINGOCOCCIQUES, TOUS TYPES;16DEC2014:00:00:00;23SEP2015:00:00:00;1;RADIATION
0000009380837;D;N;O;N;N;O;VYNDAQEL 20MG CAPS;VYNDAQEL 20 mg, capsule molle;;;9;CAPSULE MOLLE;320;CAPSULE MOLLE;20.0000;MG;ORALE;N07XX08;TAFAMIDIS;N07X;AUTRES MEDICAMENTS DU SNC;31DEC2012:00:00:00;;1;
0000009382003;S;N;O;N;O;N;DOCETAXEL TVC 20 MG/ML SOL INJ 1ML;Docetaxel Teva 20 mg/ml solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;10AUG2012:00:00:00;;1;
0000009382026;S;N;O;N;O;N;DOCETAXEL TVC 20 MG/ML SOL INJ 4ML;Docetaxel Teva 80 mg/4 ml solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;10AUG2012:00:00:00;;1;
0000009382032;S;N;O;N;O;N;DOCETAXEL TVC 20 MG/ML SOL INJ 7ML;Docetaxel Teva 140 mg/7 ml solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;10AUG2012:00:00:00;;1;
0000009382084;D;N;O;N;N;N;ALFALASTIN 33,33 MG/ML PDR INJ 120ML;ALFALASTIN 33,33 mg/ml, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02AB02;ALFA 1 ANTITRYPSINE;B02C9;AUTRES INHIBITEURS DE PROTEINASES;14DEC2012:00:00:00;;1;
0000009382173;S;N;N;N;N;N;POMALIDOMIDE CLG 4MG GELU;Pomalidomide Celgene 4 mg, gelule;;;21;GELULE;328;GELULE ORAL(E);;;;L04AX06;POMALIDOMIDE;V03X;TOUS AUTRES PRODUITS THERAPEUTIQUES;25JUL2012:00:00:00;;1;
0000009382196;S;N;N;N;N;N;POMALIDOMIDE CLG 1MG GELU;Pomalidomide Celgene 1 mg, gelule;;;21;GELULE;328;GELULE ORAL(E);;;;L04AX06;POMALIDOMIDE;V03X;TOUS AUTRES PRODUITS THERAPEUTIQUES;25JUL2012:00:00:00;;1;
0000009382351;D;N;O;N;N;N;CINRYZE 500U PDR ET SOL INJ;CINRYZE 500 unites, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B06AC01;INHIBITEUR C1;B02C2;INHIBITEURS DU SYSTEME KALLICREINE-KININE;09MAR2013:00:00:00;;1;
0000009382405;S;N;N;N;N;N;POMALIDOMIDE CLG 2MG GELU;Pomalidomide Celgene 2 mg, gelule;;;21;GELULE;328;GELULE ORAL(E);;;;L04AX06;POMALIDOMIDE;V03X;TOUS AUTRES PRODUITS THERAPEUTIQUES;25JUL2012:00:00:00;;1;
0000009382730;D;N;N;O;N;N;EDURANT 25MG CPR;EDURANT 25 mg, comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE ORAL(E;25.0000;MG;ORALE;J05AG05;RILPIVIRINE;J05C9;AUTRES ANTIVIRAUX VIH;20SEP2012:00:00:00;;1;
0000009382807;;;;;;;;;;;;;;;;;;;;;;25JUL2012:00:00:00;;1;
0000009383468;D;N;O;N;O;O;IRINOTECAN FRF 300 MG SOL INJ;IRINOTECAN FRESENIUS 300 mg/15 ml, solution a diluer pour perfusion (anciennement ACCORD);;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XX19;IRINOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;10JUN2016:00:00:00;;1;
0000009383497;S;N;N;O;N;N;ADVATE 1000 UI PDR ET SOL INJ B2;ADVATE 1000 UI/2 ml, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;29SEP2012:00:00:00;;2;
0000009383505;S;N;N;O;N;N;ADVATE 1500 UI PDR ET SOL INJ B2;ADVATE 1500 UI/2 ml, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;29SEP2012:00:00:00;;2;
0000009383511;S;N;N;O;N;N;ADVATE 250UI PDR ET SOL INJ B2;ADVATE 250 UI/2 ml, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;29SEP2012:00:00:00;;2;
0000009383528;S;N;N;O;N;N;ADVATE 500 UI PDR ET SOL INJ B2;ADVATE 500 UI/2 ml, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;29SEP2012:00:00:00;;2;
0000009384077;S;N;O;N;N;N;NOVOSEVEN 8MG PDR ET SOL INJ;NOVOSEVEN 8 mg (400 KUI), poudre et solvant pour solution injectable;;;44;POUDRE;10;LYOPHILISE(E) POUDRE ET SOLVANT POUR SOL;;;;B02BD08;EPTACOG ALFA (ACTIVE);B02D3;COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION;10OCT2012:00:00:00;;1;
0000009384373;D;N;O;N;N;N;DIFICLIR 200 MG CPR;DIFICLIR 200 mg, comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE ORAL(E;;;;A07AA12;FIDAXOMICINE;A07A;ANTIDIARRHEIQUES ANTIINFECTIEUX INTESTINAUX;30JUL2014:00:00:00;;1;
0000009384485;D;N;O;N;O;N;DOCETAXEL ACC 160 MG SOL INJ FL;DOCETAXEL ACCORD 160 MG/8 ML, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;27JUL2013:00:00:00;;1;
0000009384491;D;N;O;N;O;N;DOCETAXEL ACC 20 MG SOL INJ FL;DOCETAXEL ACCORD 20MG/1ML, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;27JUL2013:00:00:00;;1;
0000009384516;D;N;O;N;O;N;DOCETAXEL ACC 80 MG SOL INJ FL;DOCETAXEL ACCORD 80 MG/4 ML, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;27JUL2013:00:00:00;;1;
0000009385013;D;N;O;N;N;O;REVATIO 10 MG/ML PDR SOL BUV;Revatio 10 mg/ml poudre pour suspension buvable;;;44;POUDRE;331;POUDRE POUR SUSPENSION BUVABLE;;;;C02KX;ANTIHYPERTENSEURS POUR HYPERTENSION ARTERIELLE PULMONAIRE;G04E1;INHIBITEURS DE LA PDE5 CONTRE LES TROUBLES DE L'ERECTION;10OCT2012:00:00:00;;1;
0000009385929;D;N;N;O;N;N;KALYDECO 150 MG CPR;KALYDECO 150 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;R07AX02;IVACAFTOR;R07X;AUTRE MEDICAMENT DU SYSTEME RESPIRATOIRE;10AUG2012:00:00:00;24NOV2014:00:00:00;1;RADIATION
